Reviews,Ratings
Perfect,5
Camera is not as expected,3
Good,5
Good,5
Good,5
Best and better than👍 thanks for flipkart,5
Good,5
Very good cell 📱 to me .it is a budget phone with all,5
Super 😊,5
Quality is not as expected some problems with speaker.,3
Good,3
Good pormance,5
"Cool 😘😎
Good camera 🎥📸 quality
Battery 🔋 back up super 💖
Performance ⭐🌟
Display type HD+ IPS
Charger type 18W⚡🔥
Camera setup 🆒😎😍🥳🤩",4
I just hate this phone i received. Apps are closing and opening by its own . And also get no response for Flipkart. It was such a really bad experience from Flipkart,1
Not a good product,1
Ok,5
Terrific purchase,5
"Amazing product
Excellent camera and super display with fantastic battery",5
Good,5
Vary Good Product,5
Super,4
Very good phone,5
Very nice,5
Very good quality pictures,4
Superb 👍👍👌👌👌,5
Nice,5
This is the best of all the brands out there! I can see great results within the very first week of use 😊,5
Nice product and i got this in huge discount.,4
This price best phone 👌🏻👌🏻👌🏻,5
Nice product but not as expected,4
The phone is just about ok for its price but didn’t except the camera to be way below par the worst I have seen in any smartphone for this price,2
Average performance ok,2
Very bad... 🙄,2
Good,5
It's good but . I want more colours and debit card emi option......,4
"Mobile is very good at such a rate, it is a perfect mobile",5
Very good 👍,4
Nice phone no hanging,5
Very good mobile phone thnx to Flipkart 😘 fast delivery 🥰 delivery boy is also good person ☺️,5
Nice Mobile,3
It's just okay 👍 with the budget .,3
Good product,5
Value for money,5
Best in the price segment and durable build,5
"Camera is awesome, battery backup is good, happy to have such a phone.All images are taken from my own garden.",5
Vey good camera results,5
Good budget phone,4
Balance mobile,3
Good,4
Best quality.,5
Nice looking,5
Good phone under 13k,5
"Display touch is not work properly work, this mobile is waste of money and flipkart is their he does not accept return policy",1
Camera is just ok. Overall the mobile is very good,4
"Network problems many times in a day without on off network is not coming
Very poor quality product
Let's see what type service is given",1
Best budget phone ..with almost clean ui ..,4
Overall phone is ok but speaker volume is bit low..,5
"After few days of using when someone calls, phone starts ringing but it doesn't pop up display to pick the call. Worst experience with Narzo.",1
"Its a complete package, camera is ok but RAM management is very good. It's seems like a 6 GB RAM smartphone. Battery is very good. It is slightly heavy but not too much.
If you are looking for a smartphone under 12000 then don't think twice just purchase it.",5
Poor quality,1
"Camera - Average
Performance good
BATTERY - excellent
Sound output - excellent.
Handy to catch
UI experience very good.",5
After two months suddenly it blast,1
Excellent ... a special screen recording also have this phone.,5
"The best featured mobile in low price
Value for money....
Camera is excellent...
Good processing
Slim and long.... Easy to handle",4
Good,5
"It's completed more than one month still date (13/December/2021)...
Still date is working fine...
It's use full for daily rough usage...
It's good usage for dedicated slots...
And very very bad is fingure placement.",3
Poor camera quality,2
Third class,1
Nice,5
Camera clearity west,2
After 2 months hanging problem in this mobile,2
"Worst camera. Realme 5s had the best camera but now realme is using cheap and worst camera , battery performance is good.",2
Supper se upper,5
Camera quality is not at all like 50mp.,3
laging from 1st day,1
Nice,5
Good,4
Good one,5
Nice Mobile,4
All is well except display,4
Good performance,4
Nice,5
Good,5
"I had purchased for my uncle.
He liked a lot design, features, camera and space.",5
Good camera quality,4
Volume level is terrible. Not able to hear music/YouTube videos properly even with high volume,3
Everything is ok except no 4K video recording option in 50 MP main Camera,4
All good but disappointed with the camara quality. In this range of mobile i think need to improve your camara quality.,4
Awesome phone in this price..,5
"All good in the phone and full value of money, but issue is on the piece of delivery which is very poor, Got if after gifting to someone else on occasion.",3
very bad,1
If searching for a daily use android smartphone with long lasting battery then go for it...If u r a camera worm then my friend this is not for u...All over its a fine product,3
Speaker volume is low,3
Hanging problem.camra not clear.over all 3 number in 10,1
Bad product.did not replace this product,1
gud phone but charging time long,3
fabulous,5
Good,4
nice,5
But prosesor not good,1
Mobile good camera is not good,2
Everything is good till now except Camera. Both camera's are like old VGA laptop camera's.,3
"Screen quality is very poor
It's break in only 7days",1
"Super power phone...
Battery 🔋 super..
Camera 📸 50mp👌",5
Thank u so much,5
Not gud this phn,1
This phone process slow,1
Super really love this mobile,5
It's okay,3
Always freezing,1
Waste of money poor phone 📱,1
Very Bad,1
"This mobile future very bad and slow, battery is very good performance. But price is very high. Not buy this mobile",1
Not bad,1
Best,3
Very poor quality of camera n performance. To much hanging issue in 2-3 days use only.,1
This prices are very good mobile phone,5
Battery was so bad it has a slow charging,1
Front camera changes the image quality after clicking,3
"Bettry issu problems.....very low bettry runs,and takes lot of time in full charge,,full charges 6 hour",1
Value for money,5
"Display and sound quality is very bad...
Front camera is also bad..😠😠😠",1
Worst product I’ve ever seen i never expected form realme that they will launch this worst type of product,1
Nice phone,5
"Thank you Flipkart... Exchange offer best is very helpful, Mobile is very Nice",1
Excellent product,5
Very nice quality and value of money,5
"Mobile is Good
battery back very good
Camara is not Good",4
"Phone's quality is very good
But one problem
Back cover isn't given",5
